x,y,z,q0,q1,q2,q3
0.624700784683228,-0.0600140541791915,1.40399742126465,-0.103299640119076,0.0134509177878499,0.562612116336823,-0.820131599903107
0.62446665763855,-0.0601404979825019,1.40405595302582,-0.103770323097706,0.0125978616997599,0.559429466724396,-0.822260141372681
0.624193549156189,-0.0603169277310371,1.40412485599518,-0.106080025434494,0.0138013958930969,0.556339859962463,-0.824040353298187
0.624035954475403,-0.0604935586452484,1.40418088436127,-0.107566967606544,0.0142883788794279,0.552838444709778,-0.826193034648895
0.623870849609375,-0.0603875890374183,1.40423107147217,-0.108127474784851,0.0114828208461403,0.548665344715118,-0.82894092798233
0.623584508895874,-0.0602675676345825,1.40420019626617,-0.110228046774864,0.0112214796245098,0.54492449760437,-0.831132531166077
0.623308062553406,-0.0604150518774986,1.40421664714813,-0.112909264862537,0.0152348987758159,0.542494654655457,-0.832297384738922
0.62301379442215,-0.0603539496660232,1.40432405471802,-0.115010030567646,0.0150943882763385,0.538923561573029,-0.834329903125763
0.622738659381866,-0.0602406188845634,1.40435695648193,-0.117750652134418,0.0149560682475566,0.535208582878113,-0.836338937282562
0.622542083263397,-0.0599355250597,1.40444338321686,-0.118793360888958,0.0117540648207068,0.531773805618286,-0.838431060314178
0.622287034988403,-0.0599454641342163,1.40449965000153,-0.122219584882259,0.0151268010959029,0.530181467533112,-0.838892817497253
0.622166395187378,-0.0596995577216148,1.40457105636597,-0.125264659523964,0.0148857254534959,0.527363121509552,-0.840223371982574
0.622001171112061,-0.0594103634357452,1.40466332435608,-0.127360716462135,0.0118027590215206,0.524835467338562,-0.841538906097412
0.621625423431396,-0.0592371225357055,1.40468764305115,-0.128451764583588,0.012034198269248,0.52337771654129,-0.842277228832245
0.621444404125214,-0.0591982528567314,1.40479624271393,-0.132633566856384,0.0142269292846322,0.522584021091461,-0.842087745666504
0.621171832084656,-0.0590560212731361,1.40485072135925,-0.135001331567764,0.0138981854543089,0.521335363388062,-0.84249085187912
0.621171832084656,-0.0590560212731361,1.40485072135925,-0.135001331567764,0.0138981854543089,0.521335363388062,-0.84249085187912
0.621657907962799,-0.0595508739352226,1.40653169155121,-0.137791305780411,0.0188255570828914,0.519578576087952,-0.843028664588928
